Exp, Mean, Var, Tau, Temp, Mixtures, Test Acc, Val Acc, Sparse, CR
0, 0.05725487884358381, 0.3043676123956402, 3.9153756672351225e-06, 14, 6, 10.92, 10.7, 97.81963079413505, 85.72026601621948
1, 18105.58243027124, 0.3043676123956402, 3.9153756672351225e-06, 14, 6, 47.3, 47.82, 0.0, 3.5554374947685465
2, 0.05725487884358381, 0.16962590880724215, 3.9153756672351225e-06, 14, 6, 9.56, 9.49, 97.78818914796253, 85.04370343712124
3, 0.05725487884358381, 0.3043676123956402, 0.0003141017185010456, 14, 6, 17.58, 17.61, 97.84936027145659, 86.54189713669925
4, 0.05725487884358381, 0.3043676123956402, 3.9153756672351225e-06, 11, 6, 10.94, 10.96, 97.78881175481742, 85.05003619815906
5, 0.05725487884358381, 0.3043676123956402, 3.9153756672351225e-06, 14, 3, 79.12, 79.17, 0.0, 3.999925288572887
6, 0.05725487884358381, 0.16962590880724215, 0.0003141017185010456, 11, 3, 31.81, 32.25, 0.0, 3.999925288572887
7, 18105.58243027124, 0.3043676123956402, 0.0003141017185010456, 11, 3, 9.8, 9.91, 0.0, 3.999925288572887
8, 18105.58243027124, 0.16962590880724215, 3.9153756672351225e-06, 11, 3, 9.67, 9.9, 0.0, 3.999925288572887
9, 18105.58243027124, 0.16962590880724215, 0.0003141017185010456, 14, 3, 9.8, 9.91, 0.0, 3.999925288572887
10, 18105.58243027124, 0.16962590880724215, 0.0003141017185010456, 11, 6, 18.62, 19.62, 0.0, 3.5554374947685465
11, 18105.58243027124, 0.16962590880724215, 0.0003141017185010456, 11, 3, 9.8, 9.91, 0.0, 3.999925288572887
12, 572.5487884358386, 96.24949011575222, 1.23815050036645e-08, 5, 13, 94.42, 94.02, 95.85546181863462, 54.89850087853752
13, 1.8105582430271239, 96.24949011575222, 1.23815050036645e-08, 5, 13, 9.8, 9.91, 0.0, 3.1997928098544812
14, 572.5487884358386, 53.64042220069004, 1.23815050036645e-08, 5, 13, 92.19, 92.05, 96.82439373657505, 63.57724683485586
15, 572.5487884358386, 96.24949011575222, 9.932768474363525e-07, 5, 13, 89.58, 89.63, 97.57416804159014, 71.41519265239201
16, 572.5487884358386, 96.24949011575222, 1.23815050036645e-08, 2, 13, 95.41, 95.7, 94.7570276748747, 47.025110593660365
17, 572.5487884358386, 96.24949011575222, 1.23815050036645e-08, 5, 10, 93.07, 93.31, 95.86013137004639, 54.823253333333334
18, 572.5487884358386, 53.64042220069004, 9.932768474363525e-07, 2, 10, 87.57, 88.26, 0.0, 3.1998406205836027
19, 1.8105582430271239, 96.24949011575222, 9.932768474363525e-07, 2, 10, 92.58, 92.52, 97.41493633844908, 70.19742547888141
