Exp, Mean, Var, Tau, Temp, Mixtures, Test Acc, Val Acc, Sparse, CR
214, 32.19678444251381, 0.11837014715034411, 5.1978089489707e-05, 10, 10, 9.8, 9.91, 100.0, 114.90582277915023
215, 32.19678444251381, 0.11837014715034411, 5.1978089489707e-05, 10, 13, 9.8, 9.91, 100.0, 114.8442021294424
216, 10181.517217181854, 0.436162614535964, 4.858737513000524e-05, 7, 14, 18.71, 19.4, 0.0, 3.1997131284808384
217, 3219.6784442513826, 0.436162614535964, 4.858737513000524e-05, 7, 14, 20.36, 21.46, 0.0, 3.1997131284808384
218, 10181.517217181854, 665.6442541150117, 4.858737513000524e-05, 7, 14, 16.78, 17.86, 0.0, 3.1997131284808384
219, 10181.517217181854, 0.436162614535964, 0.0009243156631270655, 7, 14, 13.95, 13.78, 0.0, 3.1997131284808384
220, 10181.517217181854, 0.436162614535964, 4.858737513000524e-05, 6, 14, 19.3, 20.0, 0.0, 3.1997131284808384
221, 10181.517217181854, 0.436162614535964, 4.858737513000524e-05, 7, 16, 13.17, 13.09, 0.0, 3.1996812570425384
222, 10181.517217181854, 665.6442541150117, 0.0009243156631270655, 6, 16, 7.97, 7.71, 0.0, 3.1996812570425384
223, 3219.6784442513826, 0.436162614535964, 0.0009243156631270655, 6, 16, 10.83, 11.19, 0.0, 3.1996812570425384
224, 3219.6784442513826, 665.6442541150117, 4.858737513000524e-05, 6, 16, 14.08, 14.66, 0.0, 3.1996812570425384
225, 3219.6784442513826, 665.6442541150117, 0.0009243156631270655, 7, 16, 11.42, 12.03, 0.0, 3.1996812570425384
226, 3219.6784442513826, 665.6442541150117, 0.0009243156631270655, 6, 14, 13.83, 13.29, 0.0, 3.1997131284808384
227, 3219.6784442513826, 665.6442541150117, 0.0009243156631270655, 6, 16, 10.96, 11.47, 0.0, 3.1996812570425384
228, 1.0181517217181826, 137.92672921477103, 1.536467709398361e-07, 16, 7, 9.8, 9.91, 100.0, 127.71374437024383
229, 0.32196784442513826, 137.92672921477103, 1.536467709398361e-07, 16, 7, 9.8, 9.91, 100.0, 127.71374437024383
230, 1.0181517217181826, 2.104951954407344, 1.536467709398361e-07, 16, 7, 9.8, 9.91, 99.99984434828627, 127.71374437024383
231, 1.0181517217181826, 137.92672921477103, 2.922942772450438e-06, 16, 7, 56.23, 55.95, 97.81542819786446, 85.28253673267902
232, 1.0181517217181826, 137.92672921477103, 1.536467709398361e-07, 15, 7, 9.8, 9.91, 100.0, 127.71374437024383
233, 1.0181517217181826, 137.92672921477103, 1.536467709398361e-07, 16, 9, 9.8, 9.91, 100.0, 114.92637769305591
234, 1.0181517217181826, 2.104951954407344, 2.922942772450438e-06, 15, 9, 67.36, 67.18, 97.74149363384491, 75.37679745990775
235, 0.32196784442513826, 137.92672921477103, 2.922942772450438e-06, 15, 9, 31.55, 32.27, 97.72374933848022, 75.1673455061315
236, 0.32196784442513826, 2.104951954407344, 1.536467709398361e-07, 15, 9, 9.8, 9.91, 99.9987547862902, 114.9071072458584
237, 0.32196784442513826, 2.104951954407344, 2.922942772450438e-06, 16, 9, 49.05, 50.67, 97.76001618777823, 75.73499941058587
238, 0.32196784442513826, 2.104951954407344, 2.922942772450438e-06, 15, 7, 44.23, 44.09, 97.8420446409115, 85.92411792732774
239, 0.32196784442513826, 2.104951954407344, 2.922942772450438e-06, 15, 9, 37.32, 38.35, 97.78959001338605, 76.22923588039868
240, 0.10181517217181825, 0.1034304555503225, 6.479230606842127e-07, 19, 9, 90.97, 91.51, 97.26130809700216, 67.65496452500362
241, 0.0321967844425138, 0.1034304555503225, 6.479230606842127e-07, 19, 9, 91.17, 91.79, 97.24947856675902, 67.51277436981965
242, 0.10181517217181825, 2806.998544876269, 6.479230606842127e-07, 19, 9, 92.87, 92.96, 97.25321420788843, 67.63048298276894
243, 0.10181517217181825, 0.1034304555503225, 0.0002191897859270737, 19, 9, 16.4, 15.69, 97.91520094636242, 78.86997153445405
244, 0.10181517217181825, 0.1034304555503225, 6.479230606842127e-07, 3, 9, 90.93, 91.67, 97.19095352239829, 66.76079572392563
245, 0.10181517217181825, 0.1034304555503225, 6.479230606842127e-07, 19, 11, 94.22, 94.22, 97.1781900818728, 66.64738872499757
246, 0.10181517217181825, 2806.998544876269, 0.0002191897859270737, 3, 11, 9.8, 9.91, 97.89839056128008, 78.66054484236302
247, 0.0321967844425138, 0.1034304555503225, 0.0002191897859270737, 3, 11, 8.34, 8.35, 97.89574448214675, 78.62143867834334
248, 0.0321967844425138, 2806.998544876269, 6.479230606842127e-07, 3, 11, 93.53, 93.85, 97.08728948105718, 65.52580079681275
249, 0.0321967844425138, 2806.998544876269, 0.0002191897859270737, 19, 11, 9.8, 9.91, 97.89807925785263, 78.65452597750402
250, 0.0321967844425138, 2806.998544876269, 0.0002191897859270737, 3, 9, 9.8, 9.91, 97.90352706783302, 78.74611224317823
251, 0.0321967844425138, 2806.998544876269, 0.0002191897859270737, 3, 11, 9.8, 9.91, 97.89776795442518, 78.64850803366488
252, 1018.1517217181843, 32.70758189678236, 0.00020489126203096088, 9, 16, 13.75, 14.75, 0.0, 3.1996812570425384
253, 321.9678444251385, 32.70758189678236, 0.00020489126203096088, 9, 16, 18.21, 19.81, 0.0, 3.1996812570425384
254, 1018.1517217181843, 8.876508790587376, 0.00020489126203096088, 9, 16, 11.98, 12.61, 0.0, 3.1996812570425384
255, 1018.1517217181843, 32.70758189678236, 6.93138963374274e-07, 9, 16, 93.96, 94.12, 0.0, 3.1996812570425384
256, 1018.1517217181843, 32.70758189678236, 0.00020489126203096088, 13, 16, 12.61, 13.56, 0.0, 3.1996812570425384
257, 1018.1517217181843, 32.70758189678236, 0.00020489126203096088, 9, 4, 9.8, 9.91, 0.0, 3.9998007757295033
258, 1018.1517217181843, 8.876508790587376, 6.93138963374274e-07, 13, 4, 90.85, 91.56, 0.0, 3.9998007757295033
259, 321.9678444251385, 32.70758189678236, 6.93138963374274e-07, 13, 4, 94.26, 94.27, 0.0, 3.9998007757295033
260, 321.9678444251385, 8.876508790587376, 0.00020489126203096088, 13, 4, 18.96, 19.47, 0.0, 3.9998007757295033
261, 321.9678444251385, 8.876508790587376, 6.93138963374274e-07, 9, 4, 92.22, 91.89, 0.0, 3.9998007757295033
262, 321.9678444251385, 8.876508790587376, 6.93138963374274e-07, 13, 16, 94.49, 94.73, 0.0, 3.1996812570425384
263, 321.9678444251385, 8.876508790587376, 6.93138963374274e-07, 13, 4, 93.66, 93.39, 0.0, 3.9998007757295033
264, 10.181517217181838, 1.8392824947608455, 3.643539125665469e-08, 14, 12, 96.7, 96.58, 0.0, 3.199745000554076
265, 32196.78444251386, 1.8392824947608455, 3.643539125665469e-08, 14, 12, 38.33, 37.99, 0.0, 3.199745000554076
266, 10.181517217181838, 157.8491281533102, 3.643539125665469e-08, 14, 12, 9.8, 9.91, 0.0, 3.199745000554076
267, 10.181517217181838, 1.8392824947608455, 3.897806832049545e-08, 14, 12, 97.0, 96.78, 0.0, 3.199745000554076
268, 10.181517217181838, 1.8392824947608455, 3.643539125665469e-08, 18, 12, 95.33, 95.22, 0.0, 3.199745000554076
269, 10.181517217181838, 1.8392824947608455, 3.643539125665469e-08, 14, 7, 96.12, 95.95, 0.0, 3.5553391167683412
270, 10.181517217181838, 157.8491281533102, 3.897806832049545e-08, 18, 7, 8.92, 9.15, 0.0, 3.5553391167683412
271, 32196.78444251386, 1.8392824947608455, 3.897806832049545e-08, 18, 7, 4.79, 4.55, 0.0, 3.5553391167683412
272, 32196.78444251386, 157.8491281533102, 3.643539125665469e-08, 18, 7, 17.32, 17.58, 0.0, 3.5553391167683412
273, 32196.78444251386, 157.8491281533102, 3.897806832049545e-08, 14, 7, 19.01, 19.39, 0.0, 3.5553391167683412
274, 32196.78444251386, 157.8491281533102, 3.897806832049545e-08, 18, 12, 31.6, 30.0, 0.0, 3.199745000554076
275, 32196.78444251386, 157.8491281533102, 3.897806832049545e-08, 18, 7, 13.87, 13.7, 0.0, 3.5553391167683412
276, 0.001018151721718182, 581.6321943920989, 1.1521882381041354e-05, 4, 5, 9.8, 9.91, 100.0, 127.7645406466929
277, 3.2196784442513833, 581.6321943920989, 1.1521882381041354e-05, 4, 5, 9.8, 9.91, 100.0, 127.7645406466929
278, 0.001018151721718182, 0.4991627716362688, 1.1521882381041354e-05, 4, 5, 9.8, 9.91, 100.0, 127.7645406466929
279, 0.001018151721718182, 581.6321943920989, 1.2325947468641971e-05, 4, 5, 9.8, 9.91, 100.0, 127.7645406466929
280, 0.001018151721718182, 581.6321943920989, 1.1521882381041354e-05, 8, 5, 9.8, 9.91, 100.0, 127.7645406466929
281, 0.001018151721718182, 581.6321943920989, 1.1521882381041354e-05, 4, 14, 12.25, 12.12, 97.87426454565265, 78.08512416155816
282, 0.001018151721718182, 0.4991627716362688, 1.2325947468641971e-05, 8, 14, 7.55, 7.81, 97.87924540049185, 78.18609144082815
283, 3.2196784442513833, 581.6321943920989, 1.2325947468641971e-05, 8, 14, 12.83, 11.9, 97.87208542166049, 78.082158483228
284, 3.2196784442513833, 0.4991627716362688, 1.1521882381041354e-05, 8, 14, 22.57, 22.34, 97.85387417115462, 77.88396990521507
285, 3.2196784442513833, 0.4991627716362688, 1.2325947468641971e-05, 4, 14, 40.9, 41.67, 97.84484637175855, 77.6838493685905
286, 3.2196784442513833, 0.4991627716362688, 1.2325947468641971e-05, 8, 5, 9.8, 9.91, 100.0, 127.7645406466929
287, 3.2196784442513833, 0.4991627716362688, 1.2325947468641971e-05, 8, 14, 27.03, 27.6, 97.85153939544874, 77.83384317169943
288, 0.0010273507681793032, 7.626481458655091, 1.7328841572999333e-06, 11, 10, 85.76, 86.44, 97.61790617314696, 73.27013272128531
289, 5674.221042796435, 7.626481458655091, 1.7328841572999333e-06, 11, 10, 78.66, 79.43, 0.0, 3.19977687326227
290, 0.0010273507681793032, 1.6162036891407612, 1.7328841572999333e-06, 11, 10, 79.77, 81.05, 97.66895993524889, 74.25190878292966
291, 0.0010273507681793032, 7.626481458655091, 8.649912588824141e-06, 11, 10, 12.85, 12.02, 97.86803847710364, 77.97199508472777
292, 0.0010273507681793032, 7.626481458655091, 1.7328841572999333e-06, 15, 10, 86.95, 87.51, 97.62864614139401, 73.49802300888753
293, 0.0010273507681793032, 7.626481458655091, 1.7328841572999333e-06, 11, 12, 85.79, 85.95, 97.63876350278616, 73.60749296460462
294, 0.0010273507681793032, 1.6162036891407612, 8.649912588824141e-06, 15, 12, 8.88, 8.71, 97.86679326339383, 77.9619418889504
295, 5674.221042796435, 7.626481458655091, 8.649912588824141e-06, 15, 12, 34.87, 34.48, 0.0, 3.199745000554076
296, 5674.221042796435, 1.6162036891407612, 1.7328841572999333e-06, 15, 12, 89.11, 88.83, 0.0, 3.199745000554076
297, 5674.221042796435, 1.6162036891407612, 8.649912588824141e-06, 11, 12, 30.82, 31.4, 0.0, 3.199745000554076
298, 5674.221042796435, 1.6162036891407612, 8.649912588824141e-06, 15, 10, 25.22, 25.73, 0.0, 3.19977687326227
299, 5674.221042796435, 1.6162036891407612, 8.649912588824141e-06, 15, 12, 42.28, 42.06, 0.0, 3.199745000554076
