Exp, Mean, Var, Tau, Temp, Mixtures, Test Acc, Val Acc, Sparse, CR
43, 181.0558243027123, 1711.5848649958707, 1.766323766264439e-05, 0, 7, 14.01, 13.76, 0.0, 3.5554178187329613
44, 181.0558243027123, 953.8765834528191, 2.201777541331045e-07, 0, 7, 9.8, 9.91, 100.0, 127.81537734617369
45, 181.0558243027123, 953.8765834528191, 1.766323766264439e-05, 0, 7, 10.32, 9.9, 0.0, 3.5554178187329613
46, 181.0558243027123, 953.8765834528191, 1.766323766264439e-05, 0, 3, 10.78, 10.29, 0.0, 3.999925288572887
47, 181.0558243027123, 953.8765834528191, 1.766323766264439e-05, 0, 7, 10.32, 9.9, 0.0, 3.5554178187329613
48, 0.5725487884358382, 22.824351004383605, 5.2212373672288026e-08, 0, 5, 97.41, 97.28, 0.0, 3.555457171021912
49, 1810.5582430271252, 22.824351004383605, 5.2212373672288026e-08, 0, 5, 94.19, 94.07, 0.0, 3.555457171021912
50, 0.5725487884358382, 12.720148676730615, 5.2212373672288026e-08, 0, 5, 97.55, 97.51, 0.0, 3.555457171021912
51, 0.5725487884358382, 22.824351004383605, 1.3245559641279942e-08, 0, 5, 93.05, 93.76, 0.0, 3.555457171021912
52, 0.5725487884358382, 22.824351004383605, 5.2212373672288026e-08, 0, 5, 97.41, 97.28, 0.0, 3.555457171021912
53, 0.5725487884358382, 22.824351004383605, 5.2212373672288026e-08, 0, 12, 95.87, 95.95, 0.0, 3.1998087466054392
54, 0.5725487884358382, 12.720148676730615, 1.3245559641279942e-08, 0, 12, 96.39, 96.81, 0.0, 3.1998087466054392
55, 1810.5582430271252, 22.824351004383605, 1.3245559641279942e-08, 0, 12, 87.89, 87.64, 96.81536593717897, 63.802572123740006
56, 1810.5582430271252, 12.720148676730615, 5.2212373672288026e-08, 0, 12, 78.61, 78.95, 0.0, 3.1998087466054392
57, 1810.5582430271252, 12.720148676730615, 1.3245559641279942e-08, 0, 12, 90.55, 90.39, 96.7800329981633, 63.11699475629674
58, 1810.5582430271252, 12.720148676730615, 1.3245559641279942e-08, 0, 5, 20.74, 21.73, 0.0, 3.555457171021912
59, 1810.5582430271252, 12.720148676730615, 1.3245559641279942e-08, 0, 12, 90.55, 90.39, 96.7800329981633, 63.11699475629674
65, 5725.487884358392, 7217.693528900402, 1.6511002284824024e-05, 0, 5, 9.8, 9.91, 0.0, 3.555457171021912
66, 5725.487884358392, 4022.464199444558, 4.18861373500475e-06, 0, 5, 18.82, 19.39, 0.0, 3.555457171021912
67, 0.18105582430271236, 7217.693528900402, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.86625451695764
68, 0.18105582430271236, 4022.464199444558, 1.6511002284824024e-05, 0, 5, 9.8, 9.91, 99.7870684556237, 120.57688134519627
69, 0.18105582430271236, 4022.464199444558, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.86625451695764
71, 0.18105582430271236, 4022.464199444558, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.86625451695764
84, 0.0057254878843583795, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 99.98754786290198, 127.5046359751673
85, 18.105582430271244, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 100.0, 127.78995394053916
86, 0.0057254878843583795, 226.19978484463883, 0.00029361175402208234, 0, 8, 9.8, 9.91, 99.98754786290198, 127.5046359751673
87, 0.0057254878843583795, 405.88073438596575, 2.3554305984530715e-07, 0, 8, 9.8, 9.91, 100.0, 127.78995394053916
88, 0.0057254878843583795, 405.88073438596575, 0.00029361175402208234, 0, 8, 9.8, 9.91, 99.98754786290198, 127.5046359751673
94, 18.105582430271244, 226.19978484463883, 2.3554305984530715e-07, 0, 8, 9.8, 9.91, 100.0, 127.78995394053916
96, 0.0032196784442513784, 0.8956708445545833, 1.7742852308703055e-08, 0, 11, 96.8, 97.02, 0.0, 3.1998246835151454
97, 0.10181517217181825, 0.8956708445545833, 1.7742852308703055e-08, 0, 11, 97.45, 97.25, 0.0, 3.1998246835151454
98, 0.0032196784442513784, 5764.241761132214, 1.7742852308703055e-08, 0, 11, 96.43, 96.08, 0.0, 3.1998246835151454
99, 0.0032196784442513784, 0.8956708445545833, 0.00010673830759454255, 0, 11, 9.8, 9.91, 99.98568004233726, 114.68532092691144
