Exp, Mean, Var, Tau, Temp, Mixtures, Test Acc, Val Acc, Sparse, CR
62, 5725.487884358392, 4022.464199444558, 1.6511002284824024e-05, 0, 11, 7.89, 7.82, 0.0, 3.1995775659940624
63, 5725.487884358392, 7217.693528900402, 4.18861373500475e-06, 0, 11, 36.63, 35.53, 0.0, 3.1995775659940624
64, 5725.487884358392, 7217.693528900402, 1.6511002284824024e-05, 0, 11, 30.23, 29.86, 0.0, 3.1995775659940624
65, 5725.487884358392, 7217.693528900402, 1.6511002284824024e-05, 0, 5, 9.8, 9.91, 0.0, 3.5553184839455754
66, 5725.487884358392, 4022.464199444558, 4.18861373500475e-06, 0, 5, 17.23, 17.04, 0.0, 3.5553184839455754
67, 0.18105582430271236, 7217.693528900402, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.69060376567785
68, 0.18105582430271236, 4022.464199444558, 1.6511002284824024e-05, 0, 5, 9.8, 9.91, 100.0, 127.69060376567785
69, 0.18105582430271236, 4022.464199444558, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.69060376567785
70, 0.18105582430271236, 4022.464199444558, 4.18861373500475e-06, 0, 11, 11.72, 12.44, 0.0, 3.1995775659940624
71, 0.18105582430271236, 4022.464199444558, 4.18861373500475e-06, 0, 5, 9.8, 9.91, 100.0, 127.69060376567785
72, 57.254878843583896, 1.283507579041475, 9.284818905068834e-07, 0, 14, 16.96, 17.25, 96.86208319267844, 59.01388965746223
73, 0.0018105582430271226, 1.283507579041475, 9.284818905068834e-07, 0, 14, 9.8, 9.91, 100.0, 114.50475116765985
74, 57.254878843583896, 0.7153065263490955, 9.284818905068834e-07, 0, 14, 13.18, 13.51, 97.24541465061326, 63.03861443201466
75, 57.254878843583896, 1.283507579041475, 7.448525561565191e-05, 0, 14, 21.02, 20.5, 0.0, 3.1994623760757355
76, 57.254878843583896, 1.283507579041475, 9.284818905068834e-07, 0, 14, 16.96, 17.25, 96.86208319267844, 59.01388965746223
77, 57.254878843583896, 1.283507579041475, 9.284818905068834e-07, 0, 8, 19.78, 19.69, 0.0, 3.5551762561537763
